model_id,label,hnid,positive_count,negative_count,selected_prop_count,pattern_count,auc,balanced_accuracy,threshold,qed_auc,qed_balanced_accuracy,delta_auc_vs_qed,delta_balanced_accuracy_vs_qed,positive_csv,negative_source_csv,model_path,negative_policy
dietary_supplements,Dietary supplements,18246704,2192,7082,2,1,0.532073448260935,0.547150481224117,0.005605013495262934,0.3337323457537048,0.47202395246919815,0.19834110250723014,0.07512652875491888,D:\DSWU\2026_기말고사\algorithm_paper_app\app\output\additional_pubchem_checks\dietary_supplements\inputs\dietary_supplements__positive.csv,D:\DSWU\2026_기말고사\algorithm_paper_app\app\output\additional_pubchem_checks\dietary_supplements\inputs\dietary_supplements__negative_source.csv,D:\DSWU\2026_기말고사\algorithm_paper_app\app\output\additional_pubchem_checks\dietary_supplements\models\dietary_supplements.json,"Union of final category positives with exact target-overlap removed, followed by Tanimoto filtering at 0.3."
