canonical_smiles
CCOCN(C(=O)CCl)c1c(C)cccc1CC
CCc1cccc(CC)c1N(COC)C(=O)CCl
Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
Cc1c(N)c(=O)n(-c2ccccc2)n1C
Cn1c(=O)c2[nH]cnc2n(C)c1=O
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
CN(C)CCC=C1c2ccccc2CCc2ccccc21
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
COc1ccc(C(=O)N2CCCC2=O)cc1
COc1cc(C(C)=O)ccc1O
COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3
CCNc1nc(Cl)nc(NC(C)C)n1
COP(=S)(OC)SCn1nnc2ccccc2c1=O
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O
O=C(OCc1ccccc1)c1ccccc1
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
CS(=O)(=O)OCCCCOS(C)(=O)=O
CCCCOC(=O)c1ccc(N)cc1
Cn1c(=O)c2c(ncn2C)n(C)c1=O
CNC(=O)Oc1cccc2c1OC(C)(C)C2
CC1(C)CCC(C)(C)c2cc(C(=O)c3ccc4cc(C(=O)O)ccc4c3)ccc21
CCCCCCCCCCCCCCCC[N+](C)(C)C
CCCCCCCCCCCCCCCCO
CC(C)OC(=O)Nc1cccc(Cl)c1
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
Cc1ccc(O)cc1
CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1
O=P1(N(CCCl)CCCl)NCCCO1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
CCCCOC(=O)c1ccccc1C(=O)OCCCC
COc1c(Cl)ccc(Cl)c1C(=O)O
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
COP(=O)(OC)OC=C(Cl)Cl
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6COC(=O)C6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O
COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
CNC(=O)CSP(=S)(OC)OC
O=C(c1ccccc1)c1ccccc1
CCN(CC)C(=S)SSC(=S)N(CC)CC
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
CCCC(CCC)C(=O)O
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
O=C(O)C1C2CCC(O2)C1C(=O)O
CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
CCOCC
C=CCc1ccc(O)c(OC)c1
COP(=S)(OC)Oc1ccc(SC)c(C)c1
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1
CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1
CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1
O=CCCCC=O
O=C(O)CNCP(=O)(O)O
NC(N)=NCCN1CCCCCCC1
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1
CCCCCCc1ccc(O)cc1O
CC(C)Cc1ccc(C(C)C(=O)O)cc1
OCc1c[nH]c2ccccc12
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1
CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21
Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
FC(F)OC(Cl)C(F)(F)F
COc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1
NNC(=O)c1ccncc1
CC(C)O
COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC
O=c1cc(CO)occ1O
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
Cc1cc2c(cc1C1(c3ccc(C(=O)O)cn3)CC1)C(C)(C)CCC2(C)C
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
COP(N)(=O)SC
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
Cc1ncc([N+](=O)[O-])n1CCO
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2
COc1ccc2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
CNCCC=C1c2ccccc2CCc2ccccc21
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
COc1ccc(C(=O)c2ccccc2)c(O)c1
CCCCCCC=CCCCCCCCC(=O)O
O=C1C=C2C(=CCOC2O)O1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
CSc1nc(NC(C)C)nc(NC(C)C)n1
CCC(=O)Nc1ccc(Cl)c(Cl)c1
CC(C)Nc1nc(Cl)nc(NC(C)C)n1
O=C(CBr)c1ccc(O)cc1
COc1ccc(C(=O)CBr)cc1
CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3
CNCCCC1c2ccccc2C=Cc2ccccc21
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
Oc1cccc(O)c1
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1
NNC(N)=O
CN1CCC2=C(C1)c1ccccc1Cc1ccccc12
CCNc1nc(Cl)nc(NCC)n1
[F-].[Na+]
CC(C)=CCOc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
c1ccc2[nH]c(-c3cscn3)nc2c1
CN(C)C(=S)SSC(=S)N(C)C
Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
COc1cccc(C2(O)CCCCC2CN(C)C)c1
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C
CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC
[Cl][Zn][Cl]
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@H]2O
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
CN(C)CSC(=S)N(C)C
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
COP(=O)(OC)C(O)C(Cl)(Cl)Cl
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1
C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)COC(=O)CCC(=O)O)CC[C@@H]12
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12
C[CH2][Hg+].O=C([O-])c1ccccc1[S-].[Na+]
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
ClC(Cl)(Cl)Cl
CCC[CH2][SnH]([CH2]CCC)[CH2]CCC
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
c1ccc2cc3c(ccc4ccccc43)cc2c1
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Cc1c2ccccc2c(C)c2c1ccc1ccccc12
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)CC1=O
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
C(=C(c1ccccc1)c1ccccc1)c1ccccc1
OCCc1ccccc1
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-]
Nc1ccccc1
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
CNC(=O)Oc1cccc2ccccc12
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1
ClC(Cl)Cl
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1
CBr
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1
ClCCl
S=C=S
C1CO1
CC(C)Br
ClC(Cl)Br
C[N+](=O)[O-]
O=C(O)C(Cl)(Cl)Cl
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br
C=C[CH2][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1
c1cc[c]([SnH]([c]2ccccc2)[c]2ccccc2)cc1
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
Cc1cc(C)c(O)c(C2(C)CCCCC2)c1
Cc1cc(Cc2cc(C)cc(C3(C)CCCCC3)c2O)c(O)c(C2(C)CCCCC2)c1
CCOC(=O)C1OC1(C)c1ccccc1
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2)cc1
CCOP(=O)(OCC)OCC
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1
O=P(OCC(Cl)CCl)(OCC(Cl)CCl)OCC(Cl)CCl
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
C=CC(=C)C
CCC(C)=O
ClC=C(Cl)Cl
C=CC(N)=O
O=C(O)C(Cl)Cl
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1
Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1
CCC(C)(C)c1ccc(O)cc1
C=C(C)C(=O)OC
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1
Cc1ccc2c(c1-c1c(C)ccc3c1C(=O)c1ccccc1C3=O)C(=O)c1ccccc1C2=O
Nc1c(O)cc(O)c2c1C(=O)c1ccccc1C2=O
O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21
O=C1c2ccccc2-c2cccc3cccc1c23
O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
CC=C(C(=CC)c1ccc(OC(C)=O)cc1)c1ccc(OC(C)=O)cc1
O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1
CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC1
CCOC(=O)c1ccccc1C(=O)OCC
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
CCOC(=O)COC(=O)c1ccccc1C(=O)OCC
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC
CCCCCCCCOc1ccc(C(=O)c2ccccc2O)c(O)c1
O=C(O)c1ccccc1C(=O)c1ccc(O)cc1
CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C
CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC
CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC
Cc1ccc(C)c(N=Nc2c(O)ccc3ccccc23)c1
CCC(c1ccc(O)cc1)C(CC)C(C)c1ccc(O)cc1
COc1cc(C=O)cc(OC)c1OC
NC(=O)Cc1cccc2ccccc12
O=C(O)Cc1cccc2ccccc12
Oc1c(Cl)cccc1Cl
COCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
Oc1c(Cl)cc(Cl)cc1Cl
CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCC
CN(C)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
Cc1ccc(C(C)C)c(O)c1
CC(=O)c1ccc(O)cc1O
Oc1ccccc1-c1ccccc1
COc1ccc(C(=O)O)c(OC)c1
Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O
Oc1ccc(-c2ccccc2)cc1O
Oc1ccc(-c2ccccc2)cc1
c1ccc2c(c1)Sc1ccccc1S2
Oc1ccc(-c2ccc(O)cc2)cc1
COc1ccc(C(=O)O)cc1OC
Cc1cc(Cl)ccc1OC(C)C(=O)O
CCCC(C)c1ccc(O)cc1
CCCOC(=O)c1ccc(O)cc1
O=C(OCc1ccccc1)c1ccc(O)cc1
CCCCOC(=O)c1ccc(O)cc1
S=C(SSC(=S)N1CCCCC1)N1CCCCC1
O=C(O)c1ccc2c(c1)OCO2
CCCCOC(=O)COc1ccc(Cl)cc1Cl
Cc1cc(Cl)ccc1OCCCC(=O)O
O=Cc1ccc(O)cc1O
CCN(CC)C(=S)SC(=S)N(CC)CC
C=C(Cl)CSC(=S)N(CC)CC
c1ccc2n[nH]nc2c1
CCN(CC)C(=S)Sc1nc2ccccc2s1
c1ccc2sc(SNC3CCCCC3)nc2c1
Clc1ccccc1Cl
Nc1ccc(Cl)c(Cl)c1
Oc1cc(Cl)c(Cl)cc1Cl
ClCC(Br)CBr
OCC(O)CCl
