SMILES
C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
C(CN)C(=O)O
C[N+](C)(C)CC(=O)[O-]
C[N+](C)(C)CC(CC(=O)[O-])O
C[N+](C)(C)CCO
CN(CC(=O)O)C(=N)N
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
C1=CC(=CN=C1)C(=O)O
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
CN1C=NC2=C1C(=O)N(C(=O)N2C)C
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
C(CC(=O)N)C(C(=O)O)N
CC(C)CC(C(=O)O)N
CS(=O)(=O)C
CC(C)C(C(=O)O)N
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
CCC(C)C(C(=O)O)N
C(CC(C(=O)O)N)CN=C(N)N
CC(C)(CO)C(C(=O)NCCC(=O)O)O
C(CC(C(=O)O)N)CNC(=O)N
CC(=O)NC(CS)C(=O)O
CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
[Ag]
[F-]
CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O
C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O
CC1=C(C(=NC=C1COP(=O)([O-])[O-])C)O
CC(=O)C(=O)[O-]
CC(C)CCCC(=O)CCC(C)C
C(C(=O)O)C(C(C(=O)O)O)(C(=O)O)O
[N]=O
CC1=C(C(=O)OC(C1)C(C)(C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)O)C
C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)C)O)C)C
C(C1C(C(C(C(O1)O)N)O)O)O
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
C(=O)(O)[O-].[Na+]
CCCCCC1=CC(=C(C(=C1)O)C2C=C(CCC2C(=C)C)C)O
CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C
COC1=CC(=O)OC(C1)C=CC2=CCCC=C2
CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C
CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O
CC(C)(CC(=O)[O-])O
CN(CC(=O)O)C(=N)N.C(C(C(C(C(C(=O)O)O)O)O)O)O
C1C(C(C(C(O1)O)O)O)O
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O
C(C(C1C(=C(C(=O)O1)O)O)O)O
CCCCCC=CCC=CCCCCCCCC(=O)O.CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
CCC=CCC=CCC=CCCCCCCCC(=O)O.CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O.CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N
CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=N6)C(=C7C(C(C(=N7)C=C8C(C(C(=N8)C(=C4[N-]5)C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
