SMILES
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl
C1=CC(=C(C=C1C(=O)O)O)O
C1=CC(=CC=C1C=O)O
CC=O
C1=CC=CC=C1
C1=CC=C(C=C1)C2=C(C(=CC=C2)O)O
C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
C1=CC=C2C(=C1)C=CC(=O)O2
C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)O
CCCCCCCC
C1=C(C=C(C=C1O)O)O
C1=C(C=C(C(=C1O)O)O)C(=O)O
C1=CC(=CC=C1N)O
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
CCC=O
[O-][As]([O-])[O-]
CCO
C=O
C(=O)N
C#N
II
CCC=CCC=CCC=CCCCCCCCC(=O)O
CO
[N+](=O)([O-])[O-]
[N-]=[N+]=O
CCCCCCCCC=CCCCCCCCC(=O)O
C1=CC(=CC=C1[N+](=O)[O-])O
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O
C1=CC=C(C=C1)CC=O
OP(=O)(O)O
C1=CN=C(C=N1)C(=O)N
C1=CC(=C(C(=C1)O)O)O
CC1=CC=CC=C1
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
C1=C(C=C(C(=C1Br)O)Br)Br
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O
C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O
C1=CC(=C(C=C1O)O)C(=O)O
CC(CC1=CC2=C(C=C1)OCO2)NC
C1=NNC(=N1)N
CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1
COC1=CC(=CC(=C1O)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O
CC1=C(C=CC(=C1)O)Cl
C1=CC(=CC=C1C(=O)NN)O
CCCCCCCCCC1=CC=C(C=C1)O
CC1(C(=O)NC(=O)NC1=O)C2=CC=C(C=C2)OC3=CC=CC=C3
