SMILES
C(CCl)Cl
C1=CC(=CC(=C1)O)C=O
C1=CC(=CC=C1C(=O)O)O
CC(=O)O
CC(=O)C
N
O[As](=O)(O)O
C1=CC=C(C=C1)C(=O)O
C(=O)=O
[C-]#[O+]
C(=O)O
C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
CCCCCCCC(=O)O
CC(C(=O)O)O
CCO
C=O
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
OO
C1=CC=C2C(=C1)C(=CN2)CC(=O)O
II
CO
C1=CC=C2C=CC=CC2=C1
N#N
C1=CC(=CC=C1[N+](=O)[O-])O
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O
C1=CC=C(C=C1)O
OP(=O)(O)O
CC(CO)O
CCC(=O)O
C(CCN)CN
CSC
OS(=O)(=O)O
C(=O)(N)N
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O
C1=CC(=C(C=C1Cl)Cl)OCC(=O)O
CCCCCCC(C)OC(=O)COC1=C(C=C(C=C1)Cl)Cl
C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O
C1=NNC(=N1)N
C1=CN=CC=C1N
CC1=C(C=CC(=C1)O)Cl
C1=CC2=C(C(=C1)O)N=CC=C2
CC(=O)NP(=O)(OC)SC
CC(=O)NC1=CC=C(C=C1)O
CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C
CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl
CC(C)(C=NOC(=O)NC)SC
CCNC1=NC(=NC(=N1)Cl)NC(C)C
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1
CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C
CCCCN(CC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
C(C(CO)([N+](=O)[O-])Br)O
C[As](=O)(C)O
CN1C=NC2=C1C(=O)N(C(=O)N2C)C
CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C
CC1=CC(=CC(=C1Cl)C)O
CC(C)OC(=O)NC1=CC(=CC=C1)Cl
CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl
CCCCCCCCCC(=O)O
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C
COC1=C(C=CC(=C1C(=O)O)Cl)Cl
C1=CC(=C(C(=C1)Cl)C#N)Cl
C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O
COP(=O)(OC)OC=C(Cl)Cl
CNC(=O)CSP(=S)(OC)OC
CCOP(=S)(OCC)SCCSCC
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl
C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC
CCCSP(=O)(OCC)SCCC
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C
COC1=C(C=CC(=C1)CC=C)O
CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC
CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3
C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F
C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br
C(CC=O)CC=O
C(C(=O)O)NCP(=O)(O)O
C(CCCCN=C(N)N)CCCNCCCCCCCCN=C(N)N
C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
CC(C)O
C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
CCCCCCCCCCCC(=O)O
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
COP(=O)(N)SC
C1N2CN3CN1CN(C2)C3
CC(=NOC(=O)NC)SC
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl
COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-]
CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C
CC1=NC=C(N1CCO)[N+](=O)[O-]
CCN(CC)C(=O)C1=CC=CC(=C1)C
COP(=O)(OC)OC(C(Cl)(Cl)Br)Br
C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
CCS(=O)CCSP(=O)(OC)OC
C1=CC(=CC=C1Cl)Cl
CN1C(=O)N(OC1=O)C2=CC(=C(C=C2)Cl)Cl
CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C
CCOP(=S)(OCC)SCSCC
CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O
CP(=O)(CCC(C(=O)O)N)O
C1=CC=C(C(=C1)C=O)C=O
[K+].[I-]
CC(C)NC1=NC(=NC(=N1)OC)NC(C)C
CC(C)NC1=NC(=NC(=N1)SC)NC(C)C
CC(C)N(C1=CC=CC=C1)C(=O)CCl
CCC(=O)NC1=CC(=C(C=C1)Cl)Cl
CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C
CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C
CC(C)OC1=CC=CC=C1OC(=O)NC
C1=CC(=CC=C1C(=O)CBr)O
CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
CCCCSP(=O)(SCCCC)SCCCC
C(CCCCC(=O)O)CCCC(=O)O
CCNC1=NC(=NC(=N1)Cl)NCC
[Na+].[Cl-]
[F-].[Na+]
CC1(C2(C(C(C(C1(C2Cl)Cl)(C(Cl)Cl)Cl)Cl)Cl)Cl)C
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC
COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
CN(C)C(=S)SSC(=S)N(C)C
CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl
C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
CC=C(C)C(=O)OC1CCC2(C3C1(OC24CC5(C6CN7CC(CCC7C(C6(C(CC5(C4CC3)O)O)O)(C)O)C)O)O)C
C1=CC(=C(C(=C1Cl)C(=O)O)Cl)Cl
CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2
COP(=O)(C(C(Cl)(Cl)Cl)O)OC
CN(C)S(=O)(=O)C1=CC=C(C=C1)OP(=S)(OC)OC
C(C(C(=O)O)N)S
C(Cl)(Cl)(Cl)Cl
C=CCN=C=S
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
C1=CC=C2C(=C1)OC3=CC=CC=C3[As]2O[As]4C5=CC=CC=C5OC6=CC=CC=C64
CNC(=O)OC1=CC=CC2=CC=CC=C21
C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]
C[N+](C)(C)CCO.[Cl-]
CN(C)C=O
CC(Cl)(Cl)Cl
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
CBr
C=C
CI
CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl
CCS
C(=S)=S
C1CO1
CC1CO1
C(=O)(C(Br)(Br)Br)O
CC(C(=O)O)(Cl)Cl
