node_id,hnid,name,depth,compound_count,child_count,is_leaf,parent_path,path
node_133,13589650,Surfactants,3,268,0,True,PubChem Compound TOC > Chemical and Physical Properties > Chemical Classes,PubChem Compound TOC > Chemical and Physical Properties > Chemical Classes > Surfactants
node_125,12950245,UVCB,3,315,0,True,PubChem Compound TOC > Chemical and Physical Properties > Chemical Classes,PubChem Compound TOC > Chemical and Physical Properties > Chemical Classes > UVCB
node_137,1857151,Experimental Properties,2,245253,44,False,PubChem Compound TOC > Chemical and Physical Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties
node_181,11290136,Accelerating Rate Calorimetry (ARC),3,2,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Accelerating Rate Calorimetry (ARC)
node_157,1857248,Acid Value,3,4,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Acid Value
node_168,3647548,Autoignition Temperature,3,905,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Autoignition Temperature
node_162,3647541,Boiling Point,3,5262,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Boiling Point
node_149,1857085,Caco2 Permeability,3,84,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Caco2 Permeability
node_176,4016771,Collision Cross Section,3,9825,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Collision Cross Section
node_155,1857210,Color/Form,3,4633,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Color/Form
node_156,1857228,Corrosivity,3,632,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Corrosivity
node_154,1857192,Decomposition,3,3101,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Decomposition
node_148,1857076,Density,3,5673,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Density
node_171,3647553,Dielectric Constant,3,3,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Dielectric Constant
node_180,11290135,Differential Scanning Calorimetry (DSC),3,2,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Differential Scanning Calorimetry (DSC)
node_146,1857040,Dispersion,3,1,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Dispersion
node_173,3647556,Dissociation Constants,3,11746,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Dissociation Constants
node_177,4364673,Enthalpy of Sublimation,3,11,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Enthalpy of Sublimation
node_160,1857294,Flash Point,3,1979,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Flash Point
node_150,1857090,Heat of Combustion,3,474,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Heat of Combustion
node_151,1857097,Heat of Vaporization,3,689,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Heat of Vaporization
node_138,1856918,Henry's Law Constant,3,661,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Henry's Law Constant
node_153,1857136,Hydrophobicity,3,17,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Hydrophobicity
node_178,5565660,Ionization Efficiency,3,397,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Ionization Efficiency
node_145,1857021,Ionization Potential,3,285,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Ionization Potential
node_159,1857257,Isoelectric Point,3,18,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Isoelectric Point
node_140,1856944,Kovats Retention Index,3,79656,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Kovats Retention Index
node_139,1856923,LogP,3,18387,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > LogP
node_158,1857254,LogS,3,195,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > LogS
node_152,1857132,Melting Point,3,11833,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Melting Point
node_141,1856973,Odor,3,2230,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Odor
node_147,1857042,Odor Threshold,3,511,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Odor Threshold
node_144,1857011,Optical Rotation,3,537,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Optical Rotation
node_175,3647558,Other Experimental Properties,3,3707,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Other Experimental Properties
node_143,1856994,pH,3,685,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > pH
node_163,3647542,Physical Description,3,98363,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Physical Description
node_170,3647550,Polymerization,3,162,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Polymerization
node_172,3647555,Refractive Index,3,3352,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Refractive Index
node_174,3647557,Relative Evaporation Rate,3,133,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Relative Evaporation Rate
node_179,11290134,Self-Accelerating Decomposition Temperature (SADT),3,1,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Self-Accelerating Decomposition Temperature (SADT)
node_164,3647543,Solubility,3,66785,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Solubility
node_167,3647547,Stability/Shelf Life,3,2397,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Stability/Shelf Life
node_169,3647549,Surface Tension,3,514,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Surface Tension
node_161,3647540,Taste,3,680,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Taste
node_165,3647544,Vapor Density,3,1290,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Vapor Density
node_166,3647545,Vapor Pressure,3,4421,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Vapor Pressure
node_142,1856993,Viscosity,3,681,0,True,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties,PubChem Compound TOC > Chemical and Physical Properties > Experimental Properties > Viscosity
node_182,3956435,SpringerMaterials Properties,2,32963,0,True,PubChem Compound TOC > Chemical and Physical Properties,PubChem Compound TOC > Chemical and Physical Properties > SpringerMaterials Properties
node_54,1857006,Classification,1,26618959,60,False,PubChem Compound TOC,PubChem Compound TOC > Classification
node_113,18828592,Aggregated CCS Classification,2,9827,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > Aggregated CCS Classification
node_106,17821331,ATCvet Classification,2,3537,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > ATCvet Classification
node_64,1857131,CAMEO Chemicals,2,4428,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > CAMEO Chemicals
node_101,5565651,CCS Classification - Baker Lab,2,3438,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > CCS Classification - Baker Lab
node_87,4121372,CCSBase Classification,2,6238,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > CCSBase Classification
node_56,1856957,ChEBI Ontology,2,179526,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > ChEBI Ontology
node_75,1956969,ChEMBL Target Tree,2,1058753,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > ChEMBL Target Tree
node_105,17061376,Chemicals in PubChem from Regulatory Sources,2,71366,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > Chemicals in PubChem from Regulatory Sources
node_57,1856974,ChemIDplus,2,340507,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > ChemIDplus
node_93,4364672,Consumer Product Information Database Classification,2,3216,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > Consumer Product Information Database Classification
node_114,18951462,Dietary Supplement Ingredients Classification,2,2551,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > Dietary Supplement Ingredients Classification
node_84,3850689,Drug Enforcement Administration (DEA) Classification,2,2091,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > Drug Enforcement Administration (DEA) Classification
node_112,18828528,EPA Chemical Data Reporting Classification,2,5644,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > EPA Chemical Data Reporting Classification
node_83,3670675,EPA CPDat Classification,2,28694,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > EPA CPDat Classification
node_88,4206626,EPA DSSTox Classification,2,257802,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > EPA DSSTox Classification
node_73,1857278,EPA Safer Choice,2,653,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > EPA Safer Choice
node_100,5553555,EPA Substance Registry Services Tree,2,61718,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > EPA Substance Registry Services Tree
node_102,12951733,EPA TSCA and CDR Classification,2,43040,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > EPA TSCA and CDR Classification
node_95,4923900,FDA Drug Type and Pharmacologic Classification,2,3133,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > FDA Drug Type and Pharmacologic Classification
node_108,18141026,FDA Liver Toxicity Knowledge Base (LTKB),2,2018,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > FDA Liver Toxicity Knowledge Base (LTKB)
node_74,1857298,FDA Pharm Classes,2,1563,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > FDA Pharm Classes
node_110,18296076,Food Ontology (FoodOn),2,855,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > Food Ontology (FoodOn)
node_103,13312513,Glycan Naming and Subsumption Ontology (GNOme),2,45474,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > Glycan Naming and Subsumption Ontology (GNOme)
node_107,18140353,HTS Classification,2,1010,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > HTS Classification
node_91,4326271,International Agency for Research on Cancer (IARC) Classification,2,875,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > International Agency for Research on Cancer (IARC) Classification
node_76,1957001,IUPHAR/BPS Guide to PHARMACOLOGY Target Classification,2,9082,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > IUPHAR/BPS Guide to PHARMACOLOGY Target Classification
node_89,4308218,KEGG : Antimicrobials,2,1139,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG : Antimicrobials
node_97,4970610,KEGG : Antimicrobials Abbreviations,2,106,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG : Antimicrobials Abbreviations
node_85,3868940,KEGG : Glycosides,2,512,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG : Glycosides
node_65,1857152,KEGG: ATC,2,4760,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: ATC
node_60,1856991,KEGG: Crude Drug,2,2,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Crude Drug
node_71,1857260,KEGG: Drug,2,1470,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Drug
node_98,4970611,KEGG: Drug Classes,2,853,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Drug Classes
node_80,3647724,KEGG: Drug Groups,2,5225,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Drug Groups
node_66,1857157,KEGG: EDC,2,89,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: EDC
node_58,1856975,KEGG: JP15,2,938,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: JP15
node_77,3647712,KEGG: Lipid,2,3542,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Lipid
node_69,1857184,KEGG: Metabolite,2,526,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Metabolite
node_63,1857119,KEGG: Natural Toxins,2,281,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Natural Toxins
node_61,1857065,KEGG: OTC drugs,2,306,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: OTC drugs
node_70,1857239,KEGG: Peptide,2,22,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Peptide
node_67,1857160,KEGG: Pesticides,2,919,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Pesticides
node_62,1857105,KEGG: Phytochemical Compounds,2,2847,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Phytochemical Compounds
node_79,3647715,KEGG: Risk Category of Japanese OTC Drugs,2,642,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Risk Category of Japanese OTC Drugs
node_72,1857277,KEGG: Target-based Classification of Drugs,2,4770,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: Target-based Classification of Drugs
node_78,3647714,KEGG: TCM,2,1,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: TCM
node_59,1856983,KEGG: USP,2,1332,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > KEGG: USP
node_68,1857175,LIPID MAPS Classification,2,48632,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > LIPID MAPS Classification
node_96,4923901,LOTUS: Biological Tree,2,204072,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > LOTUS: Biological Tree
node_111,18351148,LOTUS: Chemical Tree,2,203291,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > LOTUS: Chemical Tree
node_55,1856932,MeSH Tree,2,89371,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > MeSH Tree
node_104,13407309,MolGenie Organic Chemistry Ontology,2,4783587,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > MolGenie Organic Chemistry Ontology
node_94,4812200,NCI Thesaurus Tree,2,19929,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > NCI Thesaurus Tree
node_92,4364659,NIST Synthetic Polymer MALDI Recipes Database Classification,2,89,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > NIST Synthetic Polymer MALDI Recipes Database Classification
node_86,3956432,NORMAN Suspect List Exchange Classification,2,134529,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > NORMAN Suspect List Exchange Classification
node_109,18229617,Open Targets Classification,2,3329,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > Open Targets Classification
node_99,5525629,PFAS and Fluorinated Organic Compounds in PubChem,2,23627947,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > PFAS and Fluorinated Organic Compounds in PubChem
node_90,4326270,The Natural Products Atlas Classification,2,36256,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > The Natural Products Atlas Classification
node_82,3654886,UN GHS Classification,2,271348,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > UN GHS Classification
node_81,3647727,WHO ATC Classification System,2,3380,0,True,PubChem Compound TOC > Classification,PubChem Compound TOC > Classification > WHO ATC Classification System
node_183,1857071,Drug and Medication Information,1,24389,29,False,PubChem Compound TOC,PubChem Compound TOC > Drug and Medication Information
node_184,1856916,Clinical Trials,2,11806,3,False,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Clinical Trials
node_185,3647573,ClinicalTrials.gov,3,10241,0,True,PubChem Compound TOC > Drug and Medication Information > Clinical Trials,PubChem Compound TOC > Drug and Medication Information > Clinical Trials > ClinicalTrials.gov
node_186,3647574,EU Clinical Trials Register,3,5920,0,True,PubChem Compound TOC > Drug and Medication Information > Clinical Trials,PubChem Compound TOC > Drug and Medication Information > Clinical Trials > EU Clinical Trials Register
node_187,3647575,NIPH Clinical Trials Search of Japan,3,1380,0,True,PubChem Compound TOC > Drug and Medication Information > Clinical Trials,PubChem Compound TOC > Drug and Medication Information > Clinical Trials > NIPH Clinical Trials Search of Japan
node_212,12869006,DEA Drug and Chemical Information,2,2000,1,False,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > DEA Drug and Chemical Information
node_213,3850688,DEA Controlled Substances,3,578,0,True,PubChem Compound TOC > Drug and Medication Information > DEA Drug and Chemical Information,PubChem Compound TOC > Drug and Medication Information > DEA Drug and Chemical Information > DEA Controlled Substances
node_215,18182622,Drug Development Summary,2,13968,6,False,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary
node_220,18182627,Availability Type,3,2644,0,True,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary > Availability Type
node_219,18182626,Black Box Warning,3,743,0,True,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary > Black Box Warning
node_217,18182624,First Approval,3,2860,0,True,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary > First Approval
node_216,18182623,Max Phase,3,13968,0,True,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary > Max Phase
node_221,18182628,Route of Administration,3,2789,0,True,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary > Route of Administration
node_218,18182625,Withdrawn,3,330,0,True,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary,PubChem Compound TOC > Drug and Medication Information > Drug Development Summary > Withdrawn
node_208,5562092,Biomarker Information,2,1108,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Biomarker Information
node_209,5562093,Cancer Drugs,2,229,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Cancer Drugs
node_197,3647570,Drug Classes,2,1954,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug Classes
node_191,1857174,Drug Idiosyncrasies,2,73,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug Idiosyncrasies
node_190,1857173,Drug Indication,2,7842,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug Indication
node_210,5614018,Drug Labels,2,3836,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug Labels
node_222,18182629,Drug Targets,2,3346,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug Targets
node_189,1857108,Drug Tolerance,2,223,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug Tolerance
node_200,4041262,Drug Transformations,2,132,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug Transformations
node_188,1857101,Drug Warnings,2,1931,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug Warnings
node_202,4088594,Drug-Drug Interactions,2,3817,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug-Drug Interactions
node_203,4088595,Drug-Food Interactions,2,1367,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Drug-Food Interactions
node_198,3647577,EMA Drug Information,2,5161,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > EMA Drug Information
node_211,5614020,FDA Approved Drugs,2,2499,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > FDA Approved Drugs
node_201,4072102,FDA Green Book,2,459,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > FDA Green Book
node_195,1857314,FDA Medication Guides,2,418,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > FDA Medication Guides
node_206,4877713,FDA National Drug Code Directory,2,3016,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > FDA National Drug Code Directory
node_196,1857316,FDA Orange Book,2,2419,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > FDA Orange Book
node_207,5553591,FDA Purple Book,2,28,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > FDA Purple Book
node_205,4877709,HIV/AIDS and Opportunistic Infection Drugs,2,118,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > HIV/AIDS and Opportunistic Infection Drugs
node_214,13313400,Japan PMDA Drugs,2,182,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Japan PMDA Drugs
node_193,1857193,LiverTox Summary,2,881,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > LiverTox Summary
node_194,1857212,Maximum Drug Dose,2,44,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Maximum Drug Dose
node_192,1857190,Reported Fatal Dose,2,828,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Reported Fatal Dose
node_199,3647578,Therapeutic Uses,2,1834,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > Therapeutic Uses
node_204,4308220,WHO Essential Medicines,2,478,0,True,PubChem Compound TOC > Drug and Medication Information,PubChem Compound TOC > Drug and Medication Information > WHO Essential Medicines
node_236,1857308,Food Additives and Ingredients,1,16235,10,False,PubChem Compound TOC,PubChem Compound TOC > Food Additives and Ingredients
node_246,18246704,Dietary Supplements,2,2445,2,False,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > Dietary Supplements
node_247,18296619,Dietary Supplement Fact Sheets,3,63,0,True,PubChem Compound TOC > Food Additives and Ingredients > Dietary Supplements,PubChem Compound TOC > Food Additives and Ingredients > Dietary Supplements > Dietary Supplement Fact Sheets
node_248,18828591,Dietary Supplement Label Information,3,2445,0,True,PubChem Compound TOC > Food Additives and Ingredients > Dietary Supplements,PubChem Compound TOC > Food Additives and Ingredients > Dietary Supplements > Dietary Supplement Label Information
node_244,3956438,Associated Foods,2,10227,0,True,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > Associated Foods
node_242,3647579,Color Additive Status,2,223,0,True,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > Color Additive Status
node_243,3647580,Evaluations of the Joint FAO/WHO Expert Committee on Food Additives - JECFA,2,2954,0,True,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > Evaluations of the Joint FAO/WHO Expert Committee on Food Additives - JECFA
node_245,17227310,FDA Food Contact Substances (FCS),2,1945,0,True,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > FDA Food Contact Substances (FCS)
node_238,1857302,FDA Generally Recognized as Safe - GRAS Notices,2,131,0,True,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > FDA Generally Recognized as Safe - GRAS Notices
node_241,2999717,FDA Substances Added to Food,2,2859,0,True,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > FDA Substances Added to Food
node_237,1857296,FEMA Flavor Profile,2,1969,0,True,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > FEMA Flavor Profile
node_240,1857336,Food Additive Classes,2,3733,0,True,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > Food Additive Classes
node_239,1857334,Food Additive Definition,2,51,0,True,PubChem Compound TOC > Food Additives and Ingredients,PubChem Compound TOC > Food Additives and Ingredients > Food Additive Definition
node_226,1857246,Identification,1,3522,4,False,PubChem Compound TOC,PubChem Compound TOC > Identification
node_229,1857269,Analytic Laboratory Methods,2,3119,0,True,PubChem Compound TOC > Identification,PubChem Compound TOC > Identification > Analytic Laboratory Methods
node_228,1857164,Clinical Laboratory Methods,2,1432,0,True,PubChem Compound TOC > Identification,PubChem Compound TOC > Identification > Clinical Laboratory Methods
node_227,1857060,NIOSH Analytical Methods,2,205,0,True,PubChem Compound TOC > Identification,PubChem Compound TOC > Identification > NIOSH Analytical Methods
node_230,3647599,Sampling Procedures,2,855,0,True,PubChem Compound TOC > Identification,PubChem Compound TOC > Identification > Sampling Procedures
node_262,2166084,Information Sources,1,56209363,180,False,PubChem Compound TOC,PubChem Compound TOC > Information Sources
